  1562   5 0 1  0.0847708677 -0.1540048781   11.88   -15.15   -37.11   0.17   0.10   0.18   0.17   0.10  91 -1.36  0    0.0    0  3.7314 0.0006 0.006 0  1.214 0.003  1.130   1.16  -2.94   1.07  -0.95  -0.99   1.00   2.21   0.21  -0.14   1.02  -0.75   2.75   0.37  -1.86   1.00
  1599   5 0 1  0.0874056696 -1.1323281358  116.46  1707.42  1164.30   0.12   0.12   0.16   0.15   0.16 140 -0.32  0    0.0    0  4.3442 0.0006 0.005 0  0.576 0.010  0.650   1.02   0.74   1.03   0.05   1.14   1.00   0.53  -0.86   0.08   1.01  -0.79   0.23   0.13   0.63   1.00
  1630   5 0 1  0.0890402984  0.5399283436    6.26    14.13    -1.05   0.29   0.20   0.38   0.37   0.24 103  1.74  0    0.0    0  5.8586 0.0005 0.006 0 -0.098 0.002 -0.080   1.04  -1.31   1.06  -0.47   0.24   1.03  -0.40   0.56   0.52   1.03   0.96  -1.51   0.69  -1.23   1.00
  1645   5 0 1  0.0898745824  0.1429467985    8.00    -4.22     9.73   0.23   0.19   0.28   0.23   0.18  88 -0.62  0    0.0    0  5.5386 0.0010 0.007 0  1.343 0.004  1.280   1.22  -2.98   1.04  -0.98  -0.42   1.01   0.74  -0.24   0.51   1.19  -0.69   1.51  -0.95  -3.35   1.00
  1647   5 0 1  0.0901057300 -1.2151839460   10.25    -3.53    -0.10   0.18   0.17   0.21   0.22   0.19 118  1.04  1    0.0    0  5.4960 0.0006 0.006 0 -0.046 0.002 -0.020   1.01   0.11   1.02   0.53   0.56   1.00   0.05   0.55  -0.24   1.00   0.59   0.72   0.00   0.54   1.00
  1686   5 0 1  0.0921552686  0.6626788171   20.60    58.93   -38.56   0.16   0.11   0.21   0.18   0.14 104 -1.98  0    0.0    0  5.2579 0.0005 0.004 0  0.442 0.004  0.510   1.03  -0.50   1.01  -0.31  -0.63   1.00  -1.20   0.20   0.27   1.03   0.39   0.12  -0.12  -1.41   1.00
  1708   5 0 1  0.0938970031 -0.5058190230    9.87    32.76   -72.01   0.29   0.22   0.41   0.47   0.29  88  2.67  1    0.0    0  5.3382 0.0006 0.005 0  1.006 0.015  0.940   1.10  -0.13   1.12  -1.29   0.82   1.05  -0.10   0.38  -0.80   1.00   0.51   1.61  -0.11   0.36   1.00
  1960   5 0 1  0.1081732262  1.0791556346    4.65    13.90    -3.21   0.19   0.19   0.27   0.24   0.25 163  1.78  0    0.0    0  5.3941 0.0005 0.006 0  0.008 0.003  0.030   1.04   0.97   1.03   0.04  -0.55   1.00  -0.84   0.21   0.07   1.03   0.07  -0.90   0.13   1.06   1.00
  1982   5 0 1  0.1095474647  0.9258410581    6.32    25.92     0.70   0.20   0.17   0.33   0.24   0.18 164  0.55  0    0.0    0  5.7110 0.0005 0.005 0 -0.056 0.003 -0.030   1.11   2.17   1.07  -0.71  -0.36   1.02  -1.39  -0.94   0.27   1.02  -1.58  -1.82  -1.06   1.02   1.00
  2006   5 0 1  0.1108441746  0.0338545643    6.94   -13.64   -12.63   0.30   0.26   0.40   0.35   0.23  82 -0.72  1    0.0    0  5.9256 0.0006 0.005 0  0.855 0.005  0.870   1.13  -1.90   1.27  -0.19   1.26   1.07   0.74  -0.18  -0.53   1.16  -0.64   1.87  -1.04  -2.40   1.00
  2021   5 0 1  0.1119339317 -1.3483547235  134.07  2219.54   324.09   0.09   0.10   0.11   0.11   0.11 128 -0.36  1    0.0    0  2.9305 0.0003 0.004 0  0.618 0.008  0.680   1.02  -0.17   1.05  -0.61   2.28   1.00   1.04  -1.27  -0.22   1.02  -1.32   1.36   0.13  -1.84   1.00
  2072   5 0 1  0.1143275139 -0.7623582379   42.00   106.20    32.15   0.10   0.11   0.15   0.13   0.14 141 -1.08  0    0.0    0  3.9946 0.0006 0.006 0  0.175 0.008  0.200   1.01   0.07   1.03  -0.34   0.84   1.00  -0.07   0.82  -0.36   1.00   0.79   0.88  -0.20  -0.20   1.00
  2225   5 0 1  0.1231609847  0.7748300066   11.54    85.12   -14.90   0.16   0.15   0.28   0.17   0.16 163  1.43  0    0.0    0  5.1998 0.0005 0.006 0  0.043 0.002  0.060   1.05  -0.45   1.03  -0.45  -0.86   1.03   1.44  -0.85   1.52   1.01  -1.01   0.62   0.00  -0.87   1.00
  2240   5 0 1  0.1240941832 -0.6966464565    8.68   137.17   -40.50   0.22   0.22   0.32   0.28   0.29 137  0.89  0    0.0    0  5.5259 0.0008 0.007 0  1.556 0.019  1.740   1.10  -1.10   1.12   0.29   0.37   1.02   1.32   0.27  -0.61   1.00   0.00   1.67  -0.41  -0.33   1.00
  2353   5 0 1  0.1310708040 -0.0690678586    5.75     9.39   -12.88   0.38   0.32   0.46   0.45   0.33  60  2.06  0    0.0    0  5.8315 0.0012 0.008 0  1.545 0.009  1.610   1.18  -1.82   1.06  -1.06   0.08   1.06   1.13  -0.89  -0.70   1.24  -1.47   1.55  -0.41  -2.63   1.00
  2381   5 0 1  0.1325483930 -0.4151739385   18.83   -26.03    13.93   0.23   0.18   0.29   0.31   0.23  87  0.17  0    0.0    0  5.2165 0.0008 0.006 0  0.128 0.004  0.140   1.09  -1.61   1.04  -0.48   0.36   1.04   1.02   0.17   0.11   1.01  -0.14   1.02  -1.22  -0.53   1.00
  2472   5 0 1  0.1370705991 -0.8517828390   18.88   140.49    19.25   0.15   0.15   0.24   0.19   0.17 194  0.93  1    0.0    0  4.7736 0.0005 0.006 0  0.018 0.004  0.010   1.09   2.33   1.02  -0.11   0.06   1.00   1.13  -0.72   0.32   1.05  -0.35   0.83  -0.05   2.04   1.00
  2568   5 0 1  0.1422007632  0.3542046816   12.50   136.01   -48.55   0.30   0.17   0.29   0.35   0.17 105  0.44  0    0.0    0  5.5464 0.0008 0.005 0  1.069 0.010  1.000   1.29  -3.19   1.10  -0.01  -0.62   1.01  -2.08   1.21  -0.19   1.01   3.35  -0.95  -0.48  -0.61   1.00
  2578   5 0 1  0.1428111478 -1.1001050920   21.95    86.66   -50.33   0.16   0.14   0.19   0.18   0.17 157  0.30  0    0.0    0  5.0920 0.0005 0.005 0  0.038 0.004  0.050   1.04   0.41   1.01  -0.45   0.01   1.00   1.18  -0.93  -0.39   1.00  -0.96  -0.08   0.03   0.03   1.00
  2599   5 0 1  0.1439886828  1.0983668984    0.73     3.65    -2.07   0.13   0.13   0.17   0.17   0.16 161 -0.11  0    0.0    0  4.2103 0.0017 0.021 2  0.130 0.034  0.170   1.04   1.38   1.03  -0.81  -0.67   1.01   0.92  -0.14  -0.56   1.05   0.02   1.21  -0.58   1.89   1.00
  2661   5 0 1  0.1469757110 -0.5158880293    6.06   -29.43   -29.84   0.28   0.23   0.36   0.44   0.30  85  1.49  0    0.0    0  5.7087 0.0010 0.007 0  1.262 0.002  1.230   1.05  -0.75   1.03  -0.91   0.81   1.00  -0.41  -0.03   0.13   1.06   0.04   0.24   0.25  -1.30   1.00
  2802   5 0 1  0.1557077205 -0.8377695699   28.72    46.82  -101.73   0.17   0.22   0.35   0.25   0.24 177  2.57  0    0.0    0  5.6144 0.0005 0.005 0  0.461 0.002  0.530   1.10   2.10   1.02   0.47  -0.43   1.01  -0.60  -0.17   0.30   1.03  -0.29   0.45   0.55   1.19   1.00
  2854   5 0 1  0.1576823162  0.9454178690    6.08    22.56    -2.23   0.17   0.17   0.28   0.21   0.19 219  1.96  0    0.0    0  5.0536 0.0003 0.005 0 -0.098 0.003 -0.080   1.13   3.22   1.15  -0.51  -0.57   1.01  -1.62  -2.08  -0.53   1.04  -2.87  -2.78  -0.47   1.70   1.00
  2876   5 0 1  0.1590679989  1.0528911151    0.90     2.81    -0.92   0.22   0.22   0.34   0.30   0.26 171  1.20  0    0.0    0  5.8676 0.0006 0.007 0  0.294 0.030  0.430   1.11   1.37   1.01  -0.52  -0.43   1.05  -1.45   0.09   0.61   1.06  -0.29  -0.16  -0.81   1.48   1.00
  2900   5 0 1  0.1604591032  0.7764709730    5.29   -36.31    31.96   0.17   0.14   0.30   0.21   0.18 150  0.45  0    0.0    0  5.2561 0.0013 0.015 2  1.587 0.005  1.610   1.05   0.16   1.06  -0.67  -0.96   1.05   0.55  -0.93   1.30   1.00  -1.12   1.46  -0.99  -0.10   1.00
  2903   5 0 1  0.1605202368  0.2658443569    3.14     0.85   -13.68   0.25   0.20   0.30   0.29   0.23  96  1.07  0    0.0    0  5.8347 0.0006 0.005 0 -0.146 0.000 -0.140   1.13  -2.74   1.02  -0.21   0.26   1.04  -0.55   0.75  -0.78   1.18   1.13  -0.67  -0.44  -2.98   1.00
  2920   5 0 1  0.1613169271  0.9406789123    5.50    17.38    -9.86   0.10   0.10   0.16   0.13   0.11 192  0.31  1    0.0    0  3.6112 0.0003 0.004 0 -0.196 0.004 -0.230   1.12   4.09   1.05  -1.41  -0.34   1.00  -2.53  -2.36  -0.01   1.05  -3.33  -2.35  -0.63   2.93   1.00
  2942   5 0 1  0.1629865601  0.6178380104    3.85    -9.25    -3.73   0.22   0.17   0.26   0.27   0.18  94  1.00  0    0.0    0  5.5949 0.0006 0.006 0  0.886 0.006  0.820   1.03  -0.51   1.08  -0.68  -0.10   1.01  -0.61   0.67   0.63   1.02   0.97   1.98  -0.60  -1.20   1.00
  3031   5 0 1  0.1682424183  0.5115973496   19.91  -229.04  -253.11   0.17   0.14   0.19   0.20   0.13  81 -0.36  0    0.0    0  4.4994 0.0006 0.005 0  0.871 0.003  0.920   1.09  -2.67   1.10  -0.35  -0.10   1.02  -0.26   0.66   0.45   1.10   0.93   2.89  -1.47  -3.28   1.00
  3083   5 0 1  0.1708886041  0.8614001871    1.56     8.57    -2.41   0.26   0.20   0.34   0.24   0.23 122  0.76  0    0.0    0  5.5640 0.0013 0.010 0  1.644 0.015  1.650   1.04  -0.06   1.03  -0.50  -0.42   1.03   0.91  -0.31   0.05   1.01  -0.40   1.01  -1.06  -0.47   1.00
  3092   5 0 1  0.1715947657  0.5386300044   30.91   114.45   -84.02   0.13   0.11   0.15   0.18   0.11 109 -1.12  0    0.0    0  3.4328 0.0005 0.004 0  1.268 0.040  1.230   1.23  -5.04   1.15  -0.09  -0.34   1.00  -3.07   2.14  -0.08   1.22   4.21   1.98  -0.65  -5.93   1.00
  3179   5 0 1  0.1767427477  0.9867639420   14.29    50.88   -32.13   0.08   0.09   0.15   0.11   0.10 233  1.47  2    0.0    0  2.4107 0.0004 0.005 0  1.170 0.000  1.130   1.12   6.23   1.02  -0.74  -0.75   1.03  -0.54  -1.68   0.09   1.13  -1.60  -1.36  -2.51   5.52   1.00
  3231   5 0 1  0.1794195125  0.6886837342    9.19   -15.30    -2.48   0.21   0.24   0.31   0.30   0.26 100  0.15  0    0.0    0  5.4579 0.0005 0.005 0  0.891 0.004  0.910   1.05  -0.72   1.23  -0.42  -0.02   1.07   0.76   0.12   0.05   1.00   0.02   2.78  -1.40   0.08   1.00
  3245   5 0 1  0.1803198559 -0.8043351513   13.27   -28.20     1.80   0.18   0.15   0.23   0.22   0.17 112  0.20  0    0.0    0  4.7591 0.0005 0.004 0  0.953 0.037  0.950   1.07   0.37   1.02   0.45   0.78   1.03  -1.66  -0.49   0.62   1.01  -0.66  -0.39  -1.07   0.66   1.00
  3299   5 0 1  0.1835094319  1.1544936392    6.31   -11.32    -8.75   0.22   0.20   0.28   0.29   0.22 152  0.83  0    0.0    0  5.9967 0.0006 0.006 0  1.042 0.005  1.010   1.05   0.68   1.06  -0.47  -0.67   1.00   0.98   0.03   0.29   1.00   0.16   1.54  -0.20   0.20   1.00
  3419   5 0 1  0.1901847668 -0.3139268585   33.86   232.55    31.99   0.13   0.12   0.16   0.18   0.12 114  0.80  1    0.0    0  2.2061 0.0008 0.007 2  1.019 0.021  1.000   1.31  -6.41   1.19  -0.58   1.45   1.02   2.42   0.32  -0.94   1.19  -1.16   4.66  -0.63  -5.62   1.00
  3455   5 0 1  0.1928156450 -0.1851667592   13.96    -8.96  -113.82   0.20   0.14   0.24   0.24   0.15  70 -2.69  1    0.0    0  4.9349 0.0006 0.005 0  0.998 0.044  0.980   1.16  -1.78   1.11  -0.79   0.67   1.11   2.05  -0.65  -0.70   1.15  -1.68   2.13  -1.72  -2.81   1.00
  3505   5 0 1  0.1952177877 -0.3840829574   37.39   -66.33    80.97   0.19   0.14   0.22   0.28   0.16 104 -0.89  0    0.0    0  5.3047 0.0005 0.005 0  0.350 0.022  0.420   1.07  -1.07   1.03   0.05   0.90   1.00   1.10  -0.07  -0.11   1.00  -0.32   0.82  -0.31  -0.17   1.00
  3572   5 0 1  0.1991937852  1.3087897052   10.75   -15.07   -22.17   0.19   0.17   0.23   0.24   0.20 130 -0.70  0    0.0    0  5.6770 0.0008 0.009 1  0.078 0.004  0.090   1.01   0.27   1.06  -0.50  -0.93   1.05   0.11   0.44  -1.00   1.03   0.53   1.20   0.61   1.26   1.00
  3583   5 0 1  0.1996535933 -0.8299420367   65.97   183.99    78.81   0.22   0.23   0.39   0.34   0.30 251  2.01  0    0.0    0  5.9251 0.0006 0.010 0  0.635 0.003  0.720   1.18   2.68   1.01   0.17   0.19   1.00  -1.15  -0.38  -0.10   1.11  -0.82  -0.45   0.23   1.70   1.00
  3607   5 0 1  0.2015585677 -0.3930842276   10.72   197.91   -12.73   0.26   0.21   0.32   0.46   0.26  89  1.58  0    0.0    0  5.6612 0.0006 0.005 0  0.978 0.001  0.970   1.03  -1.00   1.05  -0.19   0.48   1.01   0.28   0.32  -0.12   1.00   0.34   1.03  -0.44   0.35   1.00
  3632   5 0 1  0.2031109476  0.2701003875    4.20   -29.55   -44.22   0.25   0.25   0.29   0.32   0.25  64 -0.15  0    0.0    0  5.3800 0.0037 0.022 2  1.559 0.008  2.490   1.15  -1.47   1.25   0.51   0.95   1.02   1.39  -0.33   0.08   1.04  -0.84   2.54  -0.88  -1.15   1.00
  3693   5 0 1  0.2065590047  0.4235456253   17.24  -101.17   -81.77   0.24   0.18   0.26   0.24   0.15  65  2.15  0    0.0    0  4.2487 0.0025 0.027 1  1.100 0.004  1.060   1.06  -1.01   1.13  -0.98  -0.39   1.00   0.88   0.35   0.44   1.02   0.34   4.03  -0.55  -1.60   1.00
  3717   5 0 1  0.2082179093 -0.3152312886    9.18    31.37    34.50   0.31   0.24   0.41   0.41   0.32 101  2.27  0    0.0    0  5.8552 0.0006 0.006 0  1.300 0.001  1.230   1.15  -2.75   1.01   0.27  -0.43   1.03   0.21   0.14  -0.75   1.15   0.03  -0.25   0.29  -2.11   1.00
  3721   5 0 1  0.2084228222  1.3063368391    4.23    15.31    -6.66   0.18   0.16   0.22   0.22   0.19 134 -0.14  0    0.0    0  5.4062 0.0006 0.006 0 -0.066 0.004 -0.040   1.01   0.54   1.05  -0.35  -0.72   1.05  -0.08   0.14  -0.88   1.05   0.15   1.21   1.02   1.57   1.00
  3765   5 0 1  0.2110781643  0.0922125302  134.14   757.11 -1141.33   0.45   0.34   0.51   0.48   0.34  75  2.37  0    0.0    0  5.8775 0.0009 0.006 0  0.890 0.008  0.970   1.15  -1.75   1.01  -0.20  -0.05   1.01   0.70  -0.06   0.30   1.15  -0.47   0.52  -0.36  -2.04   1.00
  3781   5 0 1  0.2119933979 -1.3076592082   15.40   132.89   -34.29   0.17   0.17   0.19   0.19   0.22 137 -0.14  0    0.0    0  5.2343 0.0006 0.006 0  1.345 0.052  1.340   1.04  -0.60   1.05  -0.64   0.38   1.00   0.00  -1.02   0.12   1.04  -1.01  -0.86   0.16  -1.32   1.00
  3786   5 0 1  0.2124135100  0.1323867455   10.48    83.10   -49.58   0.17   0.14   0.22   0.21   0.14  78 -1.18  0    0.0    0  4.5555 0.0009 0.007 0  1.500 0.008  1.580   1.17  -3.49   1.03  -0.69  -1.05   1.06   0.56   0.09  -1.12   1.16  -0.23   0.93  -0.94  -3.95   1.00
  3810   5 0 1  0.2137090075  0.2956785614   42.64    -2.87  -202.05   0.24   0.23   0.27   0.29   0.24  64  1.30  1    0.0    0  5.1781 0.0008 0.005 0  0.501 0.004  0.570   1.07  -1.11   1.17  -0.74   0.99   1.02   1.20  -0.18   0.60   1.01  -0.48   2.46  -0.62  -0.71   1.00
  3849   5 0 1  0.2156611497 -0.2366844002   11.75   105.11  -104.30   0.36   0.25   0.37   0.38   0.24  62  0.14  0    0.0    0  5.7503 0.0018 0.007 0  1.325 0.003  1.290   1.14  -0.58   1.22   0.01   0.77   1.03   1.55  -0.68   0.52   1.04  -1.33   2.59  -0.88  -1.21   1.00
  3881   5 0 1  0.2173538326  0.7169630129    5.28    22.77   -18.35   0.10   0.10   0.15   0.12   0.09 168 -4.67  1    0.0    0  4.4853 0.0004 0.006 0 -0.136 0.004 -0.140   1.25  -3.89   1.23   0.71  -1.13   1.01   4.57  -1.52   0.49   1.00  -3.49   5.38  -0.70  -0.72   1.00
  3909   5 0 1  0.2187278845 -0.1857688369   63.48  -226.91  -229.75   0.27   0.23   0.35   0.36   0.23  69  0.55  0    0.0    0  5.2810 0.0008 0.005 0  0.514 0.011  0.590   1.07  -1.03   1.25  -0.73   0.76   1.20   1.12  -0.21  -0.81   1.13  -0.58   2.87  -2.27  -2.38   1.00
